报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
无形资产(万元),685,692,660,555,652,667,621,554,571,591,574,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),386,379,39,26,27,29,8,22,20,17,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),189,172,203,194,162,165,230,230,228,294,333,
其他非流动资产(万元),--,96,380,255,93,84,91,228,29,12,36,
非流动资产合计(万元),13584,13787,13280,12843,12616,12796,10929,9833,9361,9774,9938,
资产总计(万元),49265,48447,46744,30884,30686,29831,25704,24063,23614,22183,19196,
短期借款(万元),--,--,--,--,--,--,--,--,1500,1500,800,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),3738,3274,3004,3339,3746,3296,2074,1762,1957,2451,2666,
预收账款(万元),440,361,369,187,581,365,433,250,291,452,533,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),513,673,499,524,459,521,446,363,366,362,239,
应交税费(万元),138,341,245,261,288,624,465,419,562,155,289,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),479,435,414,394,386,425,398,456,392,3570,3625,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),5308,5084,4531,4705,5460,5231,3817,3249,5068,8490,8151,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),0,0,0,0,0,0,0,0,0,0,0,
负债合计(万元),5308,5084,4531,4705,5460,5231,3817,3249,5068,8490,8151,
实收资本(或股本)(万元),8312,8312,8312,6234,6234,6234,6234,6234,6234,6000,5668,
资本公积(万元),18065,18065,18065,4737,4737,4737,4737,4737,4737,3470,1136,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),1519,1519,1225,1225,1225,1225,996,784,784,337,943,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),16066,15469,14613,13983,13029,12402,9923,9062,6795,3888,3298,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),43957,43363,42214,26179,25226,24600,21887,20814,18546,13693,11045,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),43957,43363,42214,26179,25226,24600,21887,20814,18546,13693,11045,
负债和所有者权益(或股东权益)总计(万元),49265,48447,46744,30884,30686,29831,25704,24063,23614,22183,19196,		
