 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,4728,--,2326,--,4435,--,4198,3783,3167, 
 无形资产摊销(万元),--,239,--,110,--,131,--,112,99,86, 
 长期待摊费用摊销(万元),--,739,--,371,--,579,--,721,670,518, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,60,--,16,--,19,--,37,143,353, 
 固定资产报废损失(万元),--,0,--,31,--,28,--,--,42,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,-1, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,1394,--,648,--,1320,--,1665,1393,1166, 
 投资损失(万元),--,-116,--,-15,--,-73,--,-21,-61,-33, 
 递延所得税资产减少(万元),--,-129,--,-110,--,-271,--,92,-89,-196, 
 递延所得税负债增加(万元),--,118,--,72,--,21,--,27,--,--, 
 存货的减少(万元),--,-5665,--,-4419,--,-2346,--,-439,-1494,-2730, 
 经营性应收项目的减少(万元),--,-5022,--,-1980,--,293,--,-5128,-3040,-5060, 
 经营性应付项目的增加(万元),--,918,--,1080,--,-521,--,-15,-2270,612, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,1911,--,441,--,8116,--,5644,3794,1208, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),11683,26718,4082,5380,5321,5936,3150,4086,3813,5568, 
 现金的期初余额(万元),26718,5936,5936,5936,5936,4086,4086,3813,5568,1800, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-15035,20782,-1855,-556,-615,1851,-935,273,-1755,3768, 

