 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31, 
 投资活动现金流出小计(万元),28703,20664,16757,13309,15034,19389,13331,7600,10663, 
 投资活动产生的现金流量净额(万元),-28702,-9240,-5333,-1886,-4964,-13166,-10327,-7595,-10663, 
 吸收投资收到的现金(万元),65199,--,--,--,--,3192,3192,3993,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,7782,6666,3770,3766,7132,7132,8301,1028, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),4890,6057,3518,2997,1166,5245,3217,7320,7168, 
 筹资活动现金流入小计(万元),70089,13840,10184,6767,4932,15569,13541,19614,8196, 
 偿还债务支付的现金(万元),3674,4702,4702,4629,756,7670,6715,3605,1744, 
 分配股利、利润或偿付利息所支付的现金(万元),110,3053,2967,2902,77,1742,1675,5324,94, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),4564,10804,5827,2905,399,5379,4043,6995,5545, 
 筹资活动现金流出小计(万元),8348,18560,13496,10436,1232,14791,12433,15924,7383, 
 筹资活动产生的现金流量净额(万元),61741,-4720,-3312,-3669,3701,778,1108,3690,814, 
 汇率变动对现金及现金等价物的影响(万元),-358,-369,-630,-439,-193,999,203,691,-204, 
 现金及现金等价物净增加额(万元),33514,1578,3433,561,-292,1550,3434,5294,-2360, 
 加:期初现金及现金等价物余额(万元),12087,10509,10509,10509,10509,8959,8959,3665,6025, 
 期末现金及现金等价物余额(万元),45601,12087,13942,11071,10218,10509,12393,8959,3665, 
 净利润(万元),--,11686,9314,5918,--,12313,--,5960,4517, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1010,1038,714,--,579,--,482,287, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,3954,2886,1837,--,3178,--,2745,1913, 
 无形资产摊销(万元),--,102,76,48,--,79,--,63,57, 
 长期待摊费用摊销(万元),--,623,432,269,--,391,--,192,50, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,25,-2,-5,--,-12,--,68,18, 
 固定资产报废损失(万元),--,0,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,0,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,652,801,540,--,-750,--,-357,295, 
 投资损失(万元),--,0,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-143,-163,-138,--,186,--,-150,-281, 
 递延所得税负债增加(万元),--,41,23,21,--,69,--,33,18, 
 存货的减少(万元),--,-4826,-3885,-2919,--,-1743,--,-1193,-1198, 
 经营性应收项目的减少(万元),--,-3137,-5183,-4125,--,-4688,--,-2975,-1217, 
 经营性应付项目的增加(万元),--,5920,7372,4395,--,3337,--,3542,2395, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,0,--,--,--,--,--,99,841, 
 经营活动产生现金流量净额(万元),--,15908,12708,6555,--,12939,--,8507,7693, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),45601,12087,13942,11071,10218,10509,12393,8959,3665, 
 现金的期初余额(万元),12087,10509,10509,10509,10509,8959,8959,3665,6025, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),33514,1578,3433,561,-292,1550,3434,5294,-2360, 

