 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1572,--,905,--,571,--,779,627,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,6867,--,3251,--,4900,--,3210,1600,--, 
 无形资产摊销(万元),--,420,--,187,--,272,--,145,80,--, 
 长期待摊费用摊销(万元),--,760,--,364,--,802,--,603,369,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,47,--,27,--,183,--,133,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,3760,--,1697,--,2384,--,1889,995,--, 
 投资损失(万元),--,-230,--,-102,--,84,--,35,137,--, 
 递延所得税资产减少(万元),--,-283,--,-215,--,-804,--,-997,-1370,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-10501,--,4754,--,-4298,--,144,-976,--, 
 经营性应收项目的减少(万元),--,-14494,--,-10784,--,-3448,--,-8969,-8861,--, 
 经营性应付项目的增加(万元),--,2498,--,3680,--,1188,--,6783,-529,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,55,--,-2,--,226,--,5300,641,--, 
 经营活动产生现金流量净额(万元),--,2678,--,11220,--,12895,--,12924,-3366,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),22276,18571,36866,24813,11381,13782,11590,18039,8247,12478, 
 现金的期初余额(万元),18571,13782,13782,13782,13782,18039,18039,8247,12478,4556, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),3705,4788,23083,11031,-2402,-4256,-6449,9791,-4230,7922, 

