 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),990,24162,7715,6640,2760,8594,7987,24264,25663,2660, 
 投资活动产生的现金流量净额(万元),-990,-20510,-4200,-3126,-2755,-962,-1353,-7120,-2140,-1750, 
 吸收投资收到的现金(万元),--,26392,--,--,--,--,--,4324,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,124,--,--, 
 取得借款收到的现金(万元),1500,5000,2000,2000,1000,5500,2500,9800,7000,6900, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),636,1624,756,630,210,2796,1800,2760,1640,2050, 
 筹资活动现金流入小计(万元),2136,33016,2756,2630,1210,8296,4300,16884,8640,8950, 
 偿还债务支付的现金(万元),2500,4000,1000,1000,--,5500,1500,9800,6500,6400, 
 分配股利、利润或偿付利息所支付的现金(万元),55,1414,1357,100,45,2009,1960,1245,1266,1266, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),186,2766,1630,994,126,2040,1620,3000,1830,2110, 
 筹资活动现金流出小计(万元),2741,8180,3986,2094,171,9549,5080,14045,9596,9776, 
 筹资活动产生的现金流量净额(万元),-605,24836,-1230,536,1039,-1253,-780,2839,-956,-826, 
 汇率变动对现金及现金等价物的影响(万元),--,0,0,2,--,13,--,--,--,--, 
 现金及现金等价物净增加额(万元),-5439,9995,-224,1554,652,302,-1213,-990,78,2600, 
 加:期初现金及现金等价物余额(万元),14243,4248,4248,4248,4248,3945,5045,4936,4858,2258, 
 期末现金及现金等价物余额(万元),8804,14243,4024,5802,4900,4248,3832,3945,4936,4858, 
 净利润(万元),--,5361,--,2247,--,5202,--,4309,4138,3624, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,263,--,102,--,317,--,87,216,231, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,814,--,407,--,774,--,464,360,320, 
 无形资产摊销(万元),--,70,--,34,--,58,--,44,46,157, 
 长期待摊费用摊销(万元),--,9,--,5,--,3,--,3,3,3, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-4,--,-2,--,-4,--,-6,-14,1, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,221,--,101,--,286,--,239,274,229, 
 投资损失(万元),--,-284,--,-83,--,24,--,14,-12,-0, 
 递延所得税资产减少(万元),--,111,--,-85,--,-156,--,27,-40,-75, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-1612,--,-408,--,768,--,454,360,520, 
 经营性应收项目的减少(万元),--,238,--,1388,--,-1784,--,-4037,-3770,-1430, 
 经营性应付项目的增加(万元),--,483,--,436,--,-2983,--,1693,1613,1596, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,5669,--,4142,--,2505,--,3290,3173,5176, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),8804,14243,4024,5802,4900,4248,3832,3945,4936,4858, 
 现金的期初余额(万元),14243,4248,4248,4248,4248,3945,5045,4936,4858,2258, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-5439,9995,-224,1554,652,302,-1213,-990,78,2600, 

