 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31, 
 经营活动产生的现金流量净额(万元),9495,62054,45746,26741,9847,55199,28217,9224,41873,35060,30225, 
 收回投资所收到的现金(万元),1050,--,--,2769,3846,--,2454,--,15912,--,--, 
 取得投资收益所收到的现金(万元),43,94,86,73,16,102,78,45,809,1019,105, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),43,100,136,111,18,64,28,12,103,186,193, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1137,194,221,2954,3880,166,2560,57,16824,1204,299, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),15883,50443,36416,21798,9378,46267,20991,11394,25309,20357,17483, 
 投资所支付的现金(万元),--,88563,144,--,--,509,--,4602,--,7190,9600, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,1171, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,107,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),15883,139006,36560,21798,9378,46776,20991,15996,25417,27547,28254, 
 投资活动产生的现金流量净额(万元),-14746,-138812,-36339,-18845,-5499,-46610,-18431,-15939,-8592,-26343,-27955, 
 吸收投资收到的现金(万元),--,152265,38,14,14,19558,18645,17952,19005,914,11956, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,63,38,14,14,1606,693,--,2239,914,996, 
 取得借款收到的现金(万元),6000,1946,1977,--,--,--,--,--,14445,15115,10982, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),125,2169,--,--,--,309,--,--,3214,1348,--, 
 筹资活动现金流入小计(万元),6125,156380,2015,14,14,19867,18645,17952,36665,17377,22938, 
 偿还债务支付的现金(万元),--,649,--,--,--,--,--,--,24313,15336,5127, 
 分配股利、利润或偿付利息所支付的现金(万元),714,18116,18105,18105,425,7387,315,315,25555,20067,14064, 
 其中：子公司支付给少数股东的股利、利润(万元),697,425,425,425,425,315,315,315,7119,3216,3898, 
 支付其他与筹资活动有关的现金(万元),1106,12145,--,--,--,1950,1950,1950,9086,115,--, 
 筹资活动现金流出小计(万元),1820,30910,18105,18105,425,9337,2265,2265,58954,35518,19192, 
 筹资活动产生的现金流量净额(万元),4305,125470,-16090,-18091,-411,10530,16380,15687,-22289,-18140,3746, 
 汇率变动对现金及现金等价物的影响(万元),-1275,-1718,-714,-211,98,3104,1415,321,1506,-159,-451, 
 现金及现金等价物净增加额(万元),-2221,46993,-7397,-10405,4035,22223,27581,9293,12498,-9583,5565, 
 加:期初现金及现金等价物余额(万元),95411,48417,48417,48417,48417,26194,26194,26194,13697,23279,17714, 
 期末现金及现金等价物余额(万元),93189,95411,41020,38012,52453,48417,53775,35487,26194,13697,23279, 
 净利润(万元),--,47443,--,22910,--,48656,23678,10466,35729,31076,28488, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,613,--,212,--,664,199,156,410,137,271, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,13555,--,6378,--,11060,5020,2480,8487,6129,4646, 
 无形资产摊销(万元),--,529,--,258,--,419,174,84,214,179,162, 
 长期待摊费用摊销(万元),--,5408,--,2261,--,5234,2362,1138,3682,1759,1283, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,-4,--,11,-1,7,318,210,78, 
 固定资产报废损失(万元),--,42,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,885,--,1197,--,-706,-45,7,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,1230,--,-126,--,-2236,-1217,-363,-122,483,472, 
 投资损失(万元),--,-538,--,-73,--,-102,-78,-45,-814,-1019,-105, 
 递延所得税资产减少(万元),--,-1699,--,-662,--,-1156,-387,-189,-906,-715,-630, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-4660,--,-477,--,-7135,-3969,74,-3499,-2655,-2349, 
 经营性应收项目的减少(万元),--,-22476,--,-6994,--,-19519,-10606,-5441,-5996,-8369,-11865, 
 经营性应付项目的增加(万元),--,22388,--,2180,--,20581,13371,991,4190,7752,9559, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-668,--,-318,--,-571,-282,-141,181,92,215, 
 经营活动产生现金流量净额(万元),--,62054,--,26741,--,55199,28217,9224,41873,35060,30225, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),93189,95411,41020,38012,52453,48417,53775,35487,26194,13697,23279, 
 现金的期初余额(万元),95411,48417,48417,48417,48417,26194,26194,26194,13697,23279,17714, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-2221,46993,-7397,-10405,4035,22223,27581,9293,12498,-9583,5565, 

