 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,75710,6000,0,0,11800,11400,11000,6050,8200,5780, 
 偿还债务支付的现金(万元),6895,1800,950,950,900,3150,3100,2050,1000,7780,3000, 
 分配股利、利润或偿付利息所支付的现金(万元),324,2370,1791,1648,1604,2314,1680,1550,596,1231,1367, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,843,421,--,--,1111,1111,1058,--,--,--, 
 筹资活动现金流出小计(万元),7219,5013,3162,2598,2504,6575,5891,4658,1596,9011,4367, 
 筹资活动产生的现金流量净额(万元),-7219,70696,2838,-2598,-2504,5225,5509,6342,4454,-811,1413, 
 汇率变动对现金及现金等价物的影响(万元),--,-57,-28,-9,--,-0,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-59212,61868,-7834,-4728,-9700,11406,5123,2385,816,1073,-488, 
 加:期初现金及现金等价物余额(万元),80139,18272,18272,18272,18272,6866,6866,6866,6050,4977,5465, 
 期末现金及现金等价物余额(万元),20928,80139,10438,13544,8571,18272,11989,9251,6866,6050,4977, 
 净利润(万元),--,23026,--,6803,--,12972,--,--,4995,3720,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,3216,--,2427,--,-240,--,--,1972,1826,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1382,--,678,--,1252,--,--,1340,1366,--, 
 无形资产摊销(万元),--,281,--,134,--,248,--,--,271,302,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,6,--,29,--,--,3,-4,--, 
 固定资产报废损失(万元),--,6,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,666,--,273,--,225,--,--,271,391,--, 
 投资损失(万元),--,159,--,70,--,-53,--,--,-58,-61,--, 
 递延所得税资产减少(万元),--,-527,--,-378,--,26,--,--,-376,-339,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-5991,--,-578,--,-6710,--,--,-3008,-2552,--, 
 经营性应收项目的减少(万元),--,-42762,--,-14032,--,-8121,--,--,-2397,-1194,--, 
 经营性应付项目的增加(万元),--,22186,--,5817,--,10385,--,--,-680,-966,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-2261,--,-205,--,-1542,--,--,60,151,--, 
 经营活动产生现金流量净额(万元),--,-617,--,1014,--,8470,--,--,2393,2640,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),20928,80139,10438,13544,8571,18272,11989,9251,6866,6050,4977, 
 现金的期初余额(万元),80139,18272,18272,18272,18272,6866,6866,6866,6050,4977,5465, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-59212,61868,-7834,-4728,-9700,11406,5123,2385,816,1073,-488, 

