 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31, 
 期末现金及现金等价物余额(万元),1311738,1126073,1166856,1314746,1326416,1647664,1485958,3454367,2169137,2290508, 
 净利润(万元),--,147681,--,79719,--,177726,--,--,332107,101407, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,9509,--,4254,--,-1497,--,--,11071,1552, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2723,--,1346,--,2941,--,--,4395,3718, 
 无形资产摊销(万元),--,3929,--,1803,--,3037,--,--,3597,2498, 
 长期待摊费用摊销(万元),--,1660,--,771,--,1315,--,--,2104,2461, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,-2,--,-6,--,--,-26312,-4, 
 固定资产报废损失(万元),--,-14,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,9501,--,-1852,--,19385,--,--,-14725,-483, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,70654,--,33618,--,79839,--,--,88374,24981, 
 投资损失(万元),--,-49493,--,-27249,--,-41340,--,--,-71070,-7361, 
 递延所得税资产减少(万元),--,-7530,--,-7282,--,-6066,--,--,-12988,-1756, 
 递延所得税负债增加(万元),--,-2,--,47,--,-3358,--,--,3298,134, 
 存货的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),--,-653710,--,411701,--,771151,--,--,-1376423,-1594117, 
 经营性应付项目的增加(万元),--,-787716,--,-634185,--,-841955,--,--,1853537,1794170, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-1347952,--,-187620,--,-101761,--,--,231973,285633, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),1311738,1126073,1166856,1314746,1326416,1647664,1485958,3454367,2169137,2290508, 
 现金的期初余额(万元),1126073,1647664,1647664,1647664,1647664,2169137,2169137,3815079,2290508,1188749, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),185665,-521592,-480808,-332918,-321248,-521473,-683179,-360711,-121370,1101759, 

