 报告日期,2018-03-31,2017-12-31,2017-03-31,2016-12-31,2015-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 投资损失(万元),--,-2551,--,-2331,-2499,--,--,--,--, 
 递延所得税资产减少(万元),--,647,--,-1497,-155,--,--,--,--, 
 递延所得税负债增加(万元),--,-4059,--,-1361,-454,--,--,--,--, 
 存货的减少(万元),--,-16035,--,-20365,-18500,--,--,--,--, 
 经营性应收项目的减少(万元),--,-18525,--,-18109,-9066,--,--,--,--, 
 经营性应付项目的增加(万元),--,26669,--,24253,18616,--,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,1048,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,68515,--,54214,55477,--,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),59633,45914,39198,44528,36622,28579,13532,27890,20292, 
 现金的期初余额(万元),45914,44528,44528,36622,30459,13532,27890,20292,15335, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),13720,1386,-5331,7906,6163,15047,-14359,7598,4957, 

