 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 经营活动现金流出小计(万元),23035,83317,57168,19698,73689,51740,69824,72582,61196, 
 经营活动产生的现金流量净额(万元),-995,5691,311,-1740,9127,2412,12843,10241,2403, 
 收回投资所收到的现金(万元),6000,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,1,1,--,264,253,14,0,9, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,4003,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),6002,1,1,0,4267,253,14,0,9, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3576,4231,631,101,2189,2154,2694,3808,2302, 
 投资所支付的现金(万元),--,27600,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,4000,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),3576,31831,631,101,2189,2154,6694,3808,2302, 
 投资活动产生的现金流量净额(万元),2427,-31830,-630,-101,2078,-1901,-6680,-3808,-2294, 
 吸收投资收到的现金(万元),--,44550,44550,--,--,--,3553,4417,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),700,3000,700,700,6100,6000,8100,29000,20200, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,841,841,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),700,48391,46091,700,6100,6000,11653,33417,20200, 
 偿还债务支付的现金(万元),700,3100,700,700,9100,3100,18000,33200,15000, 
 分配股利、利润或偿付利息所支付的现金(万元),33,864,827,33,1525,1435,1607,5309,1115, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,1229,--,--,--,--,--,--,224, 
 筹资活动现金流出小计(万元),733,5194,1527,733,10625,4535,19607,38509,16340, 
 筹资活动产生的现金流量净额(万元),-33,43197,44564,-33,-4525,1465,-7954,-5092,3860, 
 汇率变动对现金及现金等价物的影响(万元),-363,-584,-360,-65,142,19,565,102,-386, 
 现金及现金等价物净增加额(万元),1037,16475,43886,-1938,6822,1995,-1227,1444,3583, 
 加:期初现金及现金等价物余额(万元),33092,16617,16617,16617,9795,9795,11021,9578,5995, 
 期末现金及现金等价物余额(万元),34129,33092,60502,14678,16617,11789,9795,11021,9578, 
 净利润(万元),--,8317,--,1546,8519,--,7618,7432,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,583,--,-101,228,--,355,380,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1502,--,381,1511,--,1326,1153,--, 
 无形资产摊销(万元),--,175,--,22,84,--,81,66,--, 
 长期待摊费用摊销(万元),--,22,--,2,6,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,5,--,--,97,--,12,11,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,719,--,97,118,--,45,1214,--, 
 投资损失(万元),--,-109,--,--,-3,--,--,--,--, 
 递延所得税资产减少(万元),--,-124,--,163,152,--,-51,-449,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-3269,--,-1328,-1299,--,1774,-3064,--, 
 经营性应收项目的减少(万元),--,-3209,--,1426,-3187,--,7400,-3337,--, 
 经营性应付项目的增加(万元),--,1080,--,-3948,2901,--,-5716,6835,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,5691,--,-1740,9127,--,12843,10241,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),34129,33092,60502,14678,16617,11789,9795,11021,9578, 
 现金的期初余额(万元),33092,16617,16617,16617,9795,9795,11021,9578,5995, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),1037,16475,43886,-1938,6822,1995,-1227,1444,3583, 

