报告日期,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
资本公积(万元),155262,81650,81650,81650,81650,81650,55635,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),2120,2110,2126,2189,2251,2423,2444,
盈余公积(万元),9948,9948,9948,7577,7577,5406,4366,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),110456,110321,104415,88977,83155,51937,39318,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),320768,240524,234636,216894,211134,177916,133963,
少数股东权益(万元),4392,4211,4192,3742,3485,3059,2736,
所有者权益(或股东权益)合计(万元),325160,244735,238828,220636,214619,180975,136698,
负债和所有者权益(或股东权益)总计(万元),905935,845435,806382,787425,805343,761643,763120,		
  
