报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),4800,4800,2714,2714,2714,1672,827,156,216,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),78190,75482,33828,32059,25923,16170,7678,1518,1771,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),166814,164101,120366,60148,54012,43229,33892,12061,4538,
少数股东权益(万元),50,58,37,85,59,41,38,38,38,
所有者权益(或股东权益)合计(万元),166864,164159,120402,60233,54071,43271,33930,12099,4576,
负债和所有者权益(或股东权益)总计(万元),238991,251465,205407,151001,130388,96411,75933,38670,15635,		
  
