报告日期,2017-12-31,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),95,95,95,95,--,--,56,
长期待摊费用(万元),1253,1501,1690,1780,1478,269,292,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),3735,2695,3155,2665,2373,1066,1036,
其他非流动资产(万元),--,--,--,--,--,--,--,
非流动资产合计(万元),61561,58278,56001,49783,47765,38605,32458,
资产总计(万元),270126,221772,213579,193245,172333,160194,133260,
短期借款(万元),915,203,--,5810,3900,2799,5988,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,170,438,1021,--,--,
衍生金融负债(万元),249,--,--,--,--,--,--,
应付票据(万元),17002,14025,23169,15356,18320,2987,3439,
应付账款(万元),91611,77831,79163,70599,64276,62090,51957,
预收账款(万元),10311,10485,8992,4490,3291,813,1375,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),6735,2884,4446,2829,2417,1680,1734,
应交税费(万元),6575,4007,1709,1528,1944,2445,1443,
应付利息(万元),--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,9000,--,9283,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),9559,6739,6818,10845,7669,6334,4105,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,
其他流动负债(万元),60,61,61,61,50,16,6,
流动负债合计(万元),143017,116235,124527,111955,111888,79162,79329,
长期借款(万元),--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),566,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,
长期递延收益(万元),164,194,224,239,451,500,450,
递延所得税负债(万元),2,11,14,7,--,346,271,
其他非流动负债(万元),--,--,--,--,--,--,--,
非流动负债合计(万元),732,205,238,246,451,846,721,
负债合计(万元),143750,116439,124765,112201,112340,80008,80050,
实收资本(或股本)(万元),36000,36000,36000,36000,15604,15604,3394,
资本公积(万元),38367,38588,38367,38588,9485,9485,9385,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,
盈余公积(万元),5289,2022,2012,--,6395,4317,2478,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),45996,28094,11707,5696,25818,48001,34111,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),125590,104511,87941,80175,57232,77462,49381,
少数股东权益(万元),786,822,873,869,2761,2724,3828,
所有者权益(或股东权益)合计(万元),126376,105333,88814,81044,59993,80186,53209,
负债和所有者权益(或股东权益)总计(万元),270126,221772,213579,193245,172333,160194,133260,		
