报告日期,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
资产总计(万元),105384,103402,57712,51631,50596,45930,40799,39256,32613,
短期借款(万元),7565,8000,8753,9297,10002,9000,7305,7982,6479,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,23,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),5157,3915,3680,2503,3052,2932,1835,2687,2017,
应付账款(万元),6331,6915,6219,5742,6935,6213,4890,5135,3871,
预收账款(万元),600,687,797,616,777,742,945,845,778,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1462,1152,1699,1300,1838,1440,1235,1115,1250,
应交税费(万元),730,1202,1458,1317,917,1637,1301,870,502,
应付利息(万元),10,11,12,12,14,19,4,25,12,
应付股利(万元),--,--,--,--,--,1531,530,1734,1646,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),902,1981,1000,1071,1021,1247,605,803,2825,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,
流动负债合计(万元),22757,23864,23618,21859,24556,24764,18651,21219,19378,
长期借款(万元),--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),409,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),409,0,0,0,0,0,0,0,0,
负债合计(万元),23166,23864,23618,21859,24556,24764,18651,21219,19378,
实收资本(或股本)(万元),8000,8000,6000,6000,6000,6000,2680,2680,2680,
资本公积(万元),53004,53004,10502,10502,10502,7386,161,161,161,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),1390,1390,1390,411,411,--,1593,1068,855,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),19824,17144,16202,12859,9127,7781,16209,11635,7343,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),82218,79538,34094,29772,26040,21166,20642,15543,11038,
少数股东权益(万元),--,--,--,--,--,--,1506,2494,2197,
所有者权益(或股东权益)合计(万元),82218,79538,34094,29772,26040,21166,22148,18037,13235,
负债和所有者权益(或股东权益)总计(万元),105384,103402,57712,51631,50596,45930,40799,39256,32613,		
  
