 报告日期,2018-03-31,2017-12-31,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,50,50,--,--,215, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,164,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),3012,1907,1032,550,3926,1438,1587,270,12827,71759,15709, 
 投资活动产生的现金流量净额(万元),-2951,-1901,-1030,-548,-3921,-1361,-1530,-266,-12373,776,-972, 
 吸收投资收到的现金(万元),30788,--,--,--,--,50,--,--,--,--,5784, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,1000,1000,8710,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,100,100,--,--,--, 
 筹资活动现金流入小计(万元),30788,0,0,0,0,50,1100,1100,8710,0,5784, 
 偿还债务支付的现金(万元),--,--,--,--,--,3088,3712,3087,2917,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,3600,3600,--,2400,1895,1445,1330,1016,1088,1000, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1266,785,--,--,--,--,--,--,101,10,8, 
 筹资活动现金流出小计(万元),1266,4385,3600,0,2400,4983,5157,4416,4034,1099,1008, 
 筹资活动产生的现金流量净额(万元),29522,-4385,-3600,0,-2400,-4933,-4057,-3316,4676,-1099,4776, 
 汇率变动对现金及现金等价物的影响(万元),-88,-270,-138,-24,207,69,-14,4,-24,-9,-8, 
 现金及现金等价物净增加额(万元),27029,1460,-1688,1189,754,468,310,-1248,-2873,2753,2778, 
 加:期初现金及现金等价物余额(万元),8382,6922,6922,6922,6168,5700,5390,5390,8263,5510,2732, 
 期末现金及现金等价物余额(万元),35411,8382,5233,8110,6922,6168,5700,4142,5390,8263,5510, 
 净利润(万元),--,5501,2602,--,5654,5519,5012,--,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,86,30,--,12,0,-2,--,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,920,460,--,704,682,318,--,--,--,--, 
 无形资产摊销(万元),--,454,227,--,281,97,44,--,--,--,--, 
 长期待摊费用摊销(万元),--,174,55,--,29,10,5,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-4,-2,--,-4,113,-1,--,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,0,1,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,--,--,--,24,275,--,--,--,--, 
 投资损失(万元),--,-2,-2,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-98,72,--,-18,46,26,--,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-522,-264,--,-114,7,25,--,--,--,--, 
 经营性应收项目的减少(万元),--,301,76,--,-1017,81,84,--,--,--,--, 
 经营性应付项目的增加(万元),--,1206,-176,--,1341,114,123,--,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,8016,3079,--,6868,6693,5911,--,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),35411,8382,5233,8110,6922,6168,5700,4142,5390,8263,5510, 
 现金的期初余额(万元),8382,6922,6922,6922,6168,5700,5390,5390,8263,5510,2732, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),27029,1460,-1688,1189,754,468,310,-1248,-2873,2753,2778, 

