报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,
流动负债合计(万元),--,--,--,--,--,--,--,--,--,
长期借款(万元),--,--,--,--,--,--,--,--,--,
应付债券(万元),1389419,1089264,1090896,1048947,1089264,1236520,1284477,960000,335000,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,4546,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),17575,21473,13115,9693,21473,11927,11927,8241,1473,
其他非流动负债(万元),41849,34816,36616,42524,34816,17418,42901,329810,377136,
非流动负债合计(万元),--,--,--,--,--,--,--,--,--,
负债合计(万元),3699495,3688932,3340452,3200170,3688932,3719388,4615548,4843043,2545702,
实收资本(或股本)(万元),358900,358900,323000,323000,358900,323000,323000,323000,310000,
资本公积(万元),826613,826613,466297,466297,826613,466359,466359,488110,447257,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),70615,70615,55485,55485,70615,43993,30542,30937,9431,
一般风险准备(万元),189091,188893,156422,156357,188893,65013,51562,52352,30847,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),543539,510109,528287,489467,510109,250124,227507,167562,60798,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),2093099,2079023,1623236,1577456,2079023,1319669,1227656,1114314,889180,
少数股东权益(万元),2015,2104,2722,5776,2104,--,--,--,--,
所有者权益(或股东权益)合计(万元),2095114,2081128,1625958,1583232,2081128,1319669,1227656,1114314,889180,
负债和所有者权益(或股东权益)总计(万元),5794610,5770060,4966411,4783402,5770060,5039056,5843204,5957357,3434882,		
  
