报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
其他非流动资产(万元),102,126,535,535,126,126,126,570,--,
非流动资产合计(万元),86560,84925,85172,85039,72648,63694,62540,54015,46630,
资产总计(万元),223416,210665,227654,164354,151503,140525,132635,108489,97179,
短期借款(万元),43225,33790,53432,54228,48652,44503,40983,32165,33455,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,40,--,--,1067,124,92,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),25625,18055,15466,17594,14610,16932,15697,13016,6343,
应付账款(万元),14828,19494,16303,16134,19097,18373,19557,12993,9619,
预收账款(万元),159,136,336,178,2660,154,248,335,40,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2106,3962,3215,2734,3531,2067,2837,2215,1786,
应交税费(万元),459,462,753,561,189,1021,800,492,155,
应付利息(万元),16,40,14,67,56,51,44,77,--,
应付股利(万元),--,--,--,--,--,322,892,134,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),3905,3613,6638,5428,844,793,658,259,205,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,
流动负债合计(万元),90323,79552,96196,96923,89638,85283,81839,61778,51603,
长期借款(万元),--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),2291,2347,2099,2134,1133,1185,1219,1089,177,
递延所得税负债(万元),--,--,--,--,--,--,--,--,31,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),2291,2347,2099,2134,1133,1185,1219,1089,208,
负债合计(万元),92615,81899,98295,99057,90772,86468,83058,62867,51811,
实收资本(或股本)(万元),12000,12000,12000,9000,9000,9000,9000,9000,9000,
资本公积(万元),69462,69462,69462,11476,11476,11476,11476,11476,11476,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),5367,5367,4257,4257,4257,3230,3230,2813,2605,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),43972,41937,43640,40565,35999,30351,25872,22333,22287,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),130801,128766,129359,65297,60731,54056,49577,45622,45368,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),130801,128766,129359,65297,60731,54056,49577,45622,45368,
负债和所有者权益(或股东权益)总计(万元),223416,210665,227654,164354,151503,140525,132635,108489,97179,		
  
