报告日期,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,
其他流动负债(万元),3862,3278,3208,2723,2218,1902,1626,
流动负债合计(万元),38033,35856,35529,32831,26805,20978,15256,
长期借款(万元),--,--,--,--,3000,1000,--,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,
非流动负债合计(万元),0,0,0,0,3000,1000,0,
负债合计(万元),38033,35856,35529,32831,29805,21978,15256,
实收资本(或股本)(万元),10000,7500,7500,7500,7500,7500,7500,
资本公积(万元),41564,2912,2912,2912,2912,2912,2956,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,
盈余公积(万元),1527,1527,863,863,806,601,382,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),26669,25456,22212,18862,14670,11013,7861,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),79760,37395,33487,30137,25888,22026,18699,
少数股东权益(万元),3875,3711,3063,2712,1960,1471,1532,
所有者权益(或股东权益)合计(万元),83635,41105,36550,32849,27848,23497,20231,
负债和所有者权益(或股东权益)总计(万元),121668,76961,72079,65680,57653,45476,35487,		
  
