 报告日期,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,7290,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),4000,18000,6000,26730,16000,7000,9000,6000,7000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),490,960,650,1805,3813,2486,3056,2221,1724, 
 筹资活动现金流入小计(万元),4490,18960,6650,28535,19813,9486,12056,15511,8724, 
 偿还债务支付的现金(万元),4000,26730,13730,18000,16000,6000,9000,9000,4000, 
 分配股利、利润或偿付利息所支付的现金(万元),167,1596,1424,1866,204,110,6597,301,303, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),288,800,310,1799,2060,1403,3888,2725,1658, 
 筹资活动现金流出小计(万元),4455,29126,15465,21665,18264,7513,19484,12026,5961, 
 筹资活动产生的现金流量净额(万元),35,-10166,-8814,6870,1548,1973,-7428,3485,2763, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),2075,-1060,-12821,876,1268,-7470,-1076,6111,6327, 
 加:期初现金及现金等价物余额(万元),18286,19346,19346,18471,17203,17203,18278,12167,5840, 
 期末现金及现金等价物余额(万元),20362,18286,6525,19346,18471,9733,17203,18278,12167, 
 净利润(万元),2718,9252,--,8379,8395,--,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),-176,239,--,502,-92,--,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),657,1367,--,849,734,--,--,--,--, 
 无形资产摊销(万元),11,22,--,22,22,--,--,--,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,15,--,6,64,--,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),167,455,--,265,203,--,--,--,--, 
 投资损失(万元),--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),26,-36,--,-75,15,--,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-4699,2920,--,-6996,-5969,--,--,--,--, 
 经营性应收项目的减少(万元),1553,-5605,--,-1430,-1885,--,--,--,--, 
 经营性应付项目的增加(万元),2885,1316,--,-6276,-936,--,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),3142,9945,--,-4754,551,--,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),20362,18286,6525,19346,18471,9733,17203,18278,12167, 
 现金的期初余额(万元),18286,19346,19346,18471,17203,17203,18278,12167,5840, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),2075,-1060,-12821,876,1268,-7470,-1076,6111,6327, 

