报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,
流动负债合计(万元),58801,83472,80819,61586,48674,25962,24207,20425,14052,
长期借款(万元),--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),138,147,156,169,190,244,257,286,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),5098,5172,5611,5296,4697,2534,2213,669,385,
非流动负债合计(万元),5236,5319,5768,5465,4887,2778,2470,955,385,
负债合计(万元),64037,88791,86586,67052,53561,28741,26677,21380,14437,
实收资本(或股本)(万元),45516,38016,38016,38016,23760,23760,7920,7920,3600,
资本公积(万元),161693,9388,9388,9388,9388,5004,6158,601,600,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),18047,18047,8426,8426,8426,4361,4245,2665,1530,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),118557,101502,87310,56756,42437,7441,24246,11961,7779,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),343673,166832,142998,112486,83914,40567,42577,23142,13504,
少数股东权益(万元),1358,1453,1220,1137,1073,24,25,20,26,
所有者权益(或股东权益)合计(万元),345031,168285,144218,113623,84987,40591,42601,23162,13531,
负债和所有者权益(或股东权益)总计(万元),409068,257075,230804,180675,138548,69332,69278,44542,27967,		
  
