报告日期,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,71,--,--,--,--,33,
其他流动负债(万元),2274,2633,4369,3644,3687,3844,3063,2464,2181,
流动负债合计(万元),38732,39330,40384,44743,49097,43108,48118,37867,26479,
长期借款(万元),--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),2167,2217,2267,2468,3585,--,1361,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,1346,--,1278,--,
非流动负债合计(万元),2167,2217,2267,2468,3585,1346,1361,1278,0,
负债合计(万元),40898,41547,42651,47211,52682,44454,49479,39145,26479,
实收资本(或股本)(万元),40100,34000,34000,34000,34000,34000,34000,34000,1285,
资本公积(万元),158898,6783,6783,6783,6783,4295,4295,4295,1322,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),18738,17000,17000,17000,11477,7377,7377,2368,642,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),107182,90081,75364,27358,26687,30166,15464,19225,22348,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),324911,147885,133154,85135,78947,75838,61135,59887,25598,
少数股东权益(万元),151,151,151,150,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),325063,148036,133305,85285,78947,75838,61135,59887,25598,
负债和所有者权益(或股东权益)总计(万元),365961,189583,175956,132496,131629,120292,110614,99033,52077,		
  
