 报告日期,2018-03-31,2017-12-31,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31, 
 筹资活动现金流入小计(万元),0,0,0,0,0,0,0,0,0,4950, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,4550,4750, 
 分配股利、利润或偿付利息所支付的现金(万元),6000,3840,--,--,--,--,--,--,164,278, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,18,--,40,38,93,--, 
 筹资活动现金流出小计(万元),6000,3840,0,0,18,0,40,38,4806,5028, 
 筹资活动产生的现金流量净额(万元),-6000,-3840,0,0,-18,0,-40,-38,-4806,-78, 
 汇率变动对现金及现金等价物的影响(万元),-393,-862,-410,-339,1198,40,141,9,-2,-3, 
 现金及现金等价物净增加额(万元),-4257,2712,-18025,-3675,25445,16579,4022,-2191,-8951,10337, 
 加:期初现金及现金等价物余额(万元),37792,35080,35080,35080,9634,9634,5612,6639,15590,5253, 
 期末现金及现金等价物余额(万元),33535,37792,17054,31405,35080,26213,9634,4448,6639,15590, 
 净利润(万元),--,25404,15053,--,11771,4495,4014,1387,2681,1284, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-424,1018,--,3432,3838,-215,-664,4381,3539, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,262,125,--,315,186,376,84,443,1465, 
 无形资产摊销(万元),--,65,33,--,68,36,84,24,97,121, 
 长期待摊费用摊销(万元),--,23,14,--,36,23,64,18,149,144, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,32,20,--,14,-1,-29,0,-0,1, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,2168,504,--,-1273,40,-137,--,164,278, 
 投资损失(万元),--,-1138,-433,--,-1436,-1633,-2019,-708,-399,-281, 
 递延所得税资产减少(万元),--,743,-142,--,143,--,-176,144,-196,5, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-29001,-7983,--,-67590,-30620,-16063,1604,6845,25320, 
 经营性应收项目的减少(万元),--,-9194,-17661,--,-18603,-34504,733,1673,-3809,-5898, 
 经营性应付项目的增加(万元),--,22816,-5314,--,96880,74100,19206,-6066,-13813,-20421, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,-8,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,11757,-14767,--,23757,15952,5837,-2502,-3459,5557, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),33535,37792,17054,31405,35080,26213,9634,4448,6639,15590, 
 现金的期初余额(万元),37792,35080,35080,35080,9634,9634,5612,6639,15590,5253, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-4257,2712,-18025,-3675,25445,16579,4022,-2191,-8951,10337, 

