报告日期,2018-03-31,2017-12-31,2017-09-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
一年内到期的非流动负债(万元),1717,1698,1678,--,--,--,6291,
其他流动负债(万元),333,251,223,335,304,1751,--,
流动负债合计(万元),421371,461942,455570,361115,420135,299218,241043,
长期借款(万元),49500,30000,--,--,--,--,8679,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),23728,23481,23208,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,
长期递延收益(万元),38840,37756,23389,22589,21072,19679,13132,
递延所得税负债(万元),10149,10328,13347,6845,6329,3510,1025,
其他非流动负债(万元),20721,20737,22934,5251,5293,3224,2077,
非流动负债合计(万元),142937,122301,82879,34685,32693,26413,24914,
负债合计(万元),564308,584244,538449,395800,452828,325631,265957,
实收资本(或股本)(万元),93779,93779,93779,93779,93779,15503,15503,
资本公积(万元),303806,302909,302164,350297,349220,153903,80264,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,
盈余公积(万元),2130,2130,--,--,--,7778,7778,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),250662,221592,207316,134699,101040,156393,153341,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),665671,634238,618343,594410,556917,336767,260284,
少数股东权益(万元),41084,39563,35453,51791,49323,306246,229984,
所有者权益(或股东权益)合计(万元),706754,673801,653796,646201,606241,643012,490268,
负债和所有者权益(或股东权益)总计(万元),1271063,1258045,1192245,1042001,1059068,968643,756225,		
  
