 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 投资活动现金流出小计(万元),21752,35313,3552,2530,1230,6505,5252,5220,10880,6094,2017, 
 投资活动产生的现金流量净额(万元),5094,-35310,-3550,-2528,-1228,-6431,-5129,-5216,-4869,-5510,-2017, 
 吸收投资收到的现金(万元),--,43523,45117,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),2666,23607,16437,12104,3108,13370,9483,6495,20936,11085,8295, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,7497,1972,1212,--,4849,2002,5113,2803,2466,--, 
 筹资活动现金流入小计(万元),2666,74627,63526,13316,3108,18219,11486,11608,23740,13551,8295, 
 偿还债务支付的现金(万元),2706,23458,11533,7494,1500,12717,9648,8133,16047,9981,3727, 
 分配股利、利润或偿付利息所支付的现金(万元),129,1698,1368,1323,146,418,317,2399,426,282,365, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,8173,5975,2147,--,5115,2002,4018,4334,3330,1475, 
 筹资活动现金流出小计(万元),2835,33329,18876,10963,1646,18249,11967,14550,20807,13593,5567, 
 筹资活动产生的现金流量净额(万元),-170,41298,44651,2352,1462,-30,-481,-2943,2932,-42,2728, 
 汇率变动对现金及现金等价物的影响(万元),-114,-273,-71,-95,5,56,-7,-104,-0,57,24, 
 现金及现金等价物净增加额(万元),2660,7989,43366,1130,-2825,2927,-341,-2435,793,-2983,3486, 
 加:期初现金及现金等价物余额(万元),16991,5021,5021,5021,7380,2093,2093,4528,3735,6719,3232, 
 期末现金及现金等价物余额(万元),19651,13009,48387,6151,4555,5021,1752,2093,4528,3735,6719, 
 净利润(万元),--,8036,--,3776,--,9065,--,8093,6827,5125,6044, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,901,--,609,--,595,--,368,557,389,253, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2726,--,1288,--,2111,--,1300,839,635,507, 
 无形资产摊销(万元),--,152,--,70,--,98,--,82,92,76,28, 
 长期待摊费用摊销(万元),--,284,--,134,--,196,--,140,80,41,30, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,53,--,33,--,142,--,-3,--,3,165, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,46,102,22,76, 
 公允价值变动损失(万元),--,-19,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,996,--,398,--,522,--,883,499,521,390, 
 投资损失(万元),--,-133,--,--,--,-19,--,--,-11,-1,0, 
 递延所得税资产减少(万元),--,14,--,3,--,-173,--,-98,-54,-30,-41, 
 递延所得税负债增加(万元),--,30,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,5957,--,4884,--,-6272,--,-6427,-1025,-1343,-7939, 
 经营性应收项目的减少(万元),--,-20076,--,-12901,--,5627,--,-13271,-7733,-5795,-8847, 
 经营性应付项目的增加(万元),--,3352,--,3105,--,-2560,--,14715,2557,2869,12086, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,2273,--,1401,--,9332,--,5827,2730,2512,2751, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),19651,13009,48387,6151,4555,5021,1752,2093,4528,3735,6719, 
 现金的期初余额(万元),16991,5021,5021,5021,7380,2093,2093,4528,3735,6719,3232, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),2660,7989,43366,1130,-2825,2927,-341,-2435,793,-2983,3486, 

