报告日期,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,
非流动资产合计(万元),31088,30302,27822,26009,21838,20748,20567,19216,21410,
资产总计(万元),264491,255653,220269,212538,169311,101537,77629,80785,96587,
短期借款(万元),--,--,--,--,--,--,--,--,4550,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),9259,9154,1288,6237,2377,2475,--,994,--,
应付账款(万元),30544,27614,22458,24959,27791,13512,5648,4022,7678,
预收账款(万元),124281,119040,104798,103375,70011,21847,8589,11589,16836,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),3615,4429,1659,2530,1339,979,708,733,466,
应交税费(万元),429,194,949,1446,585,73,293,720,1811,
应付利息(万元),--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,3840,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),411,769,537,652,420,261,2603,4826,9985,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,
流动负债合计(万元),168539,161200,135528,139199,102522,39147,17841,22884,41326,
长期借款(万元),--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1089,1089,1689,1539,2090,2360,1895,1395,1435,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),1089,1089,1689,1539,2090,2360,1895,1395,1435,
负债合计(万元),169627,162289,137217,140738,104612,41507,19736,24279,42761,
实收资本(或股本)(万元),24000,24000,24000,24000,24000,24000,24000,24000,24000,
资本公积(万元),17682,17682,17682,17682,17682,17682,17682,17682,17682,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),3906,3906,2103,2100,1498,1730,1477,1416,1349,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),49275,47775,39266,28017,21518,16617,14733,13408,10794,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),94864,93364,83051,71800,64699,60029,57893,56506,53826,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),94864,93364,83051,71800,64699,60029,57893,56506,53826,
负债和所有者权益(或股东权益)总计(万元),264491,255653,220269,212538,169311,101537,77629,80785,96587,		
  
