报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
递延所得税资产(万元),15176,16134,13469,14340,11713,11793,16138,20933,10447,7124,
其他非流动资产(万元),157229,152107,151060,62820,72163,68587,53925,52968,42002,19586,
非流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,
资产总计(万元),4214781,4066147,4051356,4132101,3972294,4038457,4003919,4165125,2826924,1364961,
短期借款(万元),230378,218470,166801,108801,68545,66112,61836,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),130000,101500,131000,85000,--,40000,--,--,237300,40000,
交易性金融负债(万元),35926,36142,42703,109667,105478,120818,152469,114417,79107,70744,
衍生金融负债(万元),--,47,40,56,31,13,6,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,
应付账款(万元),13196,21008,10767,14040,13941,20733,1389,15247,9217,10990,
预收账款(万元),--,--,--,--,--,--,--,--,--,--,
卖出回购金融资产款(万元),893277,728488,852758,1104785,676414,560798,616896,471296,558723,209629,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),31224,42250,40427,34874,37735,47206,49955,71103,37591,22132,
应交税费(万元),9032,9318,11609,7495,7292,9648,11380,26716,23967,8795,
应付利息(万元),30967,21827,17005,9778,37569,35492,14597,32750,11177,1739,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),--,--,--,--,--,--,--,--,--,--,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),721979,682531,836963,837498,1001859,942609,1233029,1486725,965983,499407,
代理承销证券款(万元),--,43440,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,
长期借款(万元),--,--,5255,5368,5491,5533,5286,5182,--,--,
应付债券(万元),649722,649663,699582,549526,549485,549430,599317,529108,149003,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),573,1036,423,227,2767,2871,4047,4916,2784,25,
其他非流动负债(万元),10203,8708,9640,7426,15418,7343,5792,8155,22265,3972,
非流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,
负债合计(万元),3062790,2920935,2887147,2991595,2763655,2883780,3146271,3277479,2241245,947432,
实收资本(或股本)(万元),392373,392373,392373,392373,392373,392373,322373,322373,263162,203352,
资本公积(万元),383485,383485,383247,381815,384899,384238,186870,186517,50489,24,
减:库存股(万元),1579,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),75991,75932,69701,69701,69701,69701,60480,60480,39928,31484,
一般风险准备(万元),127365,127361,116398,116398,116398,116398,53148,53148,38077,31735,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),49361,40002,77217,54979,99123,89118,102239,139675,147726,111912,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),1023853,1016985,1038364,1015553,1064951,1058212,777072,816158,578671,409134,
少数股东权益(万元),128137,128227,125845,124953,143687,96465,80577,71487,7009,8394,
所有者权益(或股东权益)合计(万元),1151991,1145212,1164209,1140506,1208638,1154677,857648,887645,585680,417528,
负债和所有者权益(或股东权益)总计(万元),4214781,4066147,4051356,4132101,3972294,4038457,4003919,4165125,2826924,1364961,		
  
