报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),330,332,338,478,386,394,264,120,120,
负债合计(万元),53548,31944,29529,43565,34830,17728,12716,24042,16465,
实收资本(或股本)(万元),8000,6000,6000,6000,6000,6000,6000,3000,3000,
资本公积(万元),88969,13638,13638,13638,13638,13638,13638,300,300,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),2899,2899,1407,1407,1407,416,416,1500,1500,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),40523,34831,32878,27035,15701,16755,9615,21424,15732,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),140390,57369,53923,48081,36747,36809,29670,26224,20532,
少数股东权益(万元),115,118,120,126,151,176,--,--,--,
所有者权益(或股东权益)合计(万元),140506,57487,54043,48207,36897,36985,29670,26224,20532,
负债和所有者权益(或股东权益)总计(万元),194054,89430,83573,91771,71727,54713,42386,50267,36997,		
  
