 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),51,6,6,6,6,8,8,49,45,--,2, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,0,--,--,--,50,42,33,--,7,74, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,4152, 
 收到的其他与投资活动有关的现金(万元),5000,1500,1500,1500,1500,4160,4160,10200,9700,5498,1000, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),5051,1507,1506,1506,1506,4219,4211,10283,9745,5505,5228, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8,1426,174,162,66,691,183,307,13,885,1335, 
 投资所支付的现金(万元),--,--,--,--,--,160,--,3000,--,172,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),3000,15000,--,--,--,5660,4160,3500,3600,12198,1000, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),3008,16426,174,162,66,6511,4343,6807,3613,13255,2335, 
 投资活动产生的现金流量净额(万元),2043,-14919,1332,1344,1441,-2292,-133,3475,6131,-7750,2893, 
 吸收投资收到的现金(万元),--,15278,14506,--,--,57,57,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,3000,--,1000,1000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),768,360,310,310,--,879,829,1738,1038,2,3667, 
 筹资活动现金流入小计(万元),768,15638,14816,310,0,936,886,4738,1038,1002,4667, 
 偿还债务支付的现金(万元),--,--,--,--,--,3000,3000,1000,--,1000,11250, 
 分配股利、利润或偿付利息所支付的现金(万元),--,--,--,--,--,70,70,3142,16,63,281, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,1540,--,--,--,310,--,749,2,1038,10234, 
 筹资活动现金流出小计(万元),0,1540,0,0,0,3379,3070,4891,18,2101,21765, 
 筹资活动产生的现金流量净额(万元),768,14098,14816,310,0,-2444,-2184,-154,1020,-1099,-17099, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-681,286,12940,2415,419,1681,-863,4901,1120,-3903,-11910, 
 加:期初现金及现金等价物余额(万元),9299,9012,9012,9012,9322,7331,7331,2430,2430,6333,18243, 
 期末现金及现金等价物余额(万元),8617,9299,21952,11427,9741,9012,6468,7331,3549,2430,6333, 
 净利润(万元),--,3154,--,501,--,3141,593,3394,17,2109,3216, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,495,--,13,--,945,57,1458,63,853,609, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,334,--,168,--,310,155,329,80,352,410, 
 无形资产摊销(万元),--,186,--,91,--,120,59,109,28,102,97, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,-1,--,-2,--,2,566, 
 固定资产报废损失(万元),--,2,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,--,--,--,70,70,134,8,71,320, 
 投资损失(万元),--,82,--,82,--,60,29,-53,-45,--,-1778, 
 递延所得税资产减少(万元),--,137,--,16,--,31,14,-201,-9,-37,-134, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-261,--,-3250,--,1433,-3214,865,-1556,-2849,-407, 
 经营性应收项目的减少(万元),--,-1575,--,6126,--,-1197,5039,-4208,11,-388,-2049, 
 经营性应付项目的增加(万元),--,-1446,--,-2987,--,1506,-1348,-245,-4614,4756,1444, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,-15,-26,--, 
 经营活动产生现金流量净额(万元),--,1108,--,760,--,6417,1454,1580,-6032,4945,2295, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),8617,9299,21952,11427,9741,9012,6468,7331,3549,2430,6333, 
 现金的期初余额(万元),9299,9012,9012,9012,9322,7331,7331,2430,2430,6333,18243, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-681,286,12940,2415,419,1681,-863,4901,1120,-3903,-11910, 

