 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,1000,--,564, 
 取得投资收益所收到的现金(万元),300,300,--,--,--,576,374,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,228,7,4,--,4,--,81, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1147,800,2322,1707,2337,600,--,2600,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1448,1101,2549,1714,2341,1176,1378,2600,644, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8056,3691,10335,7456,14425,7150,4669,12098,4304, 
 投资所支付的现金(万元),--,500,--,--,--,--,--,3500,3546, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),174,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,2600, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),8231,4191,10335,7456,14425,7150,4669,15598,10450, 
 投资活动产生的现金流量净额(万元),-6783,-3090,-7786,-5742,-12084,-5974,-3291,-12998,-9805, 
 吸收投资收到的现金(万元),--,--,100,100,--,--,--,--,2310, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,-100,100,--,--,--,--,--, 
 取得借款收到的现金(万元),6800,6800,9800,9800,17200,16000,6000,10000,10800, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1360,580,--,6,--,--,--,--,--, 
 筹资活动现金流入小计(万元),8160,7380,9900,9906,17200,16000,6000,10000,13110, 
 偿还债务支付的现金(万元),7800,7800,17700,15700,17500,6000,9000,11800,6200, 
 分配股利、利润或偿付利息所支付的现金(万元),5443,5371,1559,1393,2421,2031,2387,1624,1310, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),780,780,580,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),14023,13951,19839,17093,19921,8031,11387,13424,7510, 
 筹资活动产生的现金流量净额(万元),-5863,-6571,-9939,-7187,-2721,7969,-5387,-3424,5600, 
 汇率变动对现金及现金等价物的影响(万元),--,--,0,-0,1,--,--,--,--, 
 现金及现金等价物净增加额(万元),-4851,-4708,-1954,-6157,5659,3523,-1831,-739,2190, 
 加:期初现金及现金等价物余额(万元),10712,10712,12666,12666,7007,3484,5316,6055,3864, 
 期末现金及现金等价物余额(万元),5862,6004,10712,6509,12666,7007,3484,5316,6055, 
 净利润(万元),12634,9193,15369,--,6625,8475,8524,6858,10793, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),1580,1189,970,--,568,1746,757,-117,190, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2713,1590,2888,--,2140,2047,1879,1372,1131, 
 无形资产摊销(万元),258,172,343,--,324,306,304,270,158, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),236,236,-2,--,793,-0,-0,0,-23, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),248,175,559,--,922,759,382,624,560, 
 投资损失(万元),81,37,-26,--,-203,-420,-354,-204,-380, 
 递延所得税资产减少(万元),235,155,-511,--,-524,-394,-277,-47,-108, 
 递延所得税负债增加(万元),-1,-1,-1,--,-1,-1,--,--,--, 
 存货的减少(万元),-589,228,-353,--,2210,1385,1282,-44,-969, 
 经营性应收项目的减少(万元),-9361,-5447,-6534,--,7052,-11453,-6839,3935,-2413, 
 经营性应付项目的增加(万元),-238,-2575,3070,--,556,-921,1189,3036,-2545, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),7796,4952,15771,--,20463,1528,6847,15683,6395, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),5862,6004,10712,6509,12666,7007,3484,5316,6055, 
 现金的期初余额(万元),10712,10712,12666,12666,7007,3484,5316,6055,3864, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-4851,-4708,-1954,-6157,5659,3523,-1831,-739,2190, 

