报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),3824,9846,2568,4132,2478,7053,4501,2615,2225,3027,2220,
应交税费(万元),4659,4338,4111,3522,4091,3622,4234,3015,2664,2777,1520,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),468,468,468,468,468,190,711,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),9136,11102,9930,9040,9289,9622,6649,8755,5542,37140,41184,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),490,467,1395,1436,1350,1015,1349,2055,2323,3658,2686,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,1781,1743,1197,1304,2352,634,388,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),3219,3071,2170,1978,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),67394,81308,78515,74314,68390,73148,68740,63016,53105,86072,83287,
长期借款(万元),--,--,--,--,--,--,--,--,193,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),3769,3112,3349,3285,3837,4276,4781,3942,4232,2723,1426,
递延所得税负债(万元),678,967,235,260,298,328,616,384,811,1151,618,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),4448,4080,3584,3545,4135,4604,5397,4326,5236,3874,2044,
负债合计(万元),71842,85388,82099,77860,72526,77752,74137,67342,58340,89946,85331,
实收资本(或股本)(万元),40010,40010,40010,36000,36000,36000,36000,36000,8586,2000,200,
资本公积(万元),296826,296826,296176,252099,252099,252099,251547,240017,114261,33384,5557,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),4839,4839,4494,4428,4424,3292,2959,--,13,--,--,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),80426,70351,62129,50058,40399,42889,18232,14077,-4016,4715,5631,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),421876,414862,404433,344144,334633,335976,309502,289890,118595,39994,11324,
少数股东权益(万元),11271,10931,10731,9745,8852,9281,7447,7765,27956,19801,3713,
所有者权益(或股东权益)合计(万元),433147,425793,415163,353889,343484,345257,316949,297654,146551,59794,15037,
负债和所有者权益(或股东权益)总计(万元),504989,511181,497262,431749,416010,423009,391086,364996,204891,149740,100368,		
