报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,109684,106216,103020,82541,--,63365,45784,--,
累计折旧(万元),--,26817,24414,22598,19752,--,16684,12687,--,
固定资产净值(万元),--,82866,81802,80422,62789,--,46681,33097,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),84341,82866,81802,80422,62789,48244,46681,33097,25421,
在建工程(万元),208,83,225,1664,905,96,75,3192,3611,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),73,43,67,47,135,16,26,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),1049,1071,1091,1103,893,723,614,383,392,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1146,1082,1057,992,958,961,929,534,222,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1047,1007,898,732,784,577,539,239,144,
其他非流动资产(万元),1824,1148,904,1608,2628,2859,567,1942,1039,
非流动资产合计(万元),89687,87301,86043,86567,69091,53476,49431,39387,30829,
资产总计(万元),283230,293472,190227,178300,151454,124145,118485,91835,58164,
短期借款(万元),5000,8500,12000,15800,12950,6757,4213,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,21,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),13309,14749,11647,11494,12411,13123,11753,793,--,
应付账款(万元),56883,55834,62533,57539,44683,28351,31244,26340,18251,
预收账款(万元),144,84,140,147,79,175,317,61,55,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2524,3050,2529,2322,2318,1558,1799,1447,995,
应交税费(万元),1124,1045,1091,546,909,1151,1042,885,1343,
应付利息(万元),7,26,29,24,20,17,--,--,--,
应付股利(万元),--,--,--,--,--,5059,5124,14082,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),1482,2397,1364,1197,1311,1401,1254,11090,5157,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,9800,400,200,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,
流动负债合计(万元),80472,95486,91734,89268,74683,57592,56766,54698,25801,
长期借款(万元),--,--,9600,4800,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1965,1702,1391,552,516,698,283,251,209,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),1965,1702,10991,5352,516,698,283,251,209,
负债合计(万元),82437,97189,102725,94621,75199,58290,57049,54949,26009,
实收资本(或股本)(万元),14405,14405,10804,10804,10804,10804,10804,15897,8000,
资本公积(万元),136023,136023,36911,36911,36911,36911,36911,10819,14463,
减:库存股(万元),--,--,--,--,--,--,--,--,3200,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),4920,4704,3779,3555,3147,2070,1800,3242,1286,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),45444,41151,36008,32409,25393,16070,11921,6928,11605,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),200792,196284,87502,83679,76255,65855,61436,36886,32154,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),200792,196284,87502,83679,76255,65855,61436,36886,32154,
负债和所有者权益(或股东权益)总计(万元),283230,293472,190227,178300,151454,124145,118485,91835,58164,		
  
