 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31, 
 经营活动产生的现金流量净额(万元),18182,14270,56134,20235,10549,48270,54174,17803,55540,40126,18980, 
 收回投资所收到的现金(万元),--,--,--,--,--,6792,20334,6067,38537,503,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,--,4,4,4,61,3,--,1,34,20, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1,0,4,4,4,6853,20337,6067,38538,537,20, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6087,2853,27752,11976,727,3802,2174,326,3860,24176,3758, 
 投资所支付的现金(万元),--,--,--,--,--,6700,19170,5750,36500,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),6087,2853,27752,11976,727,10502,21344,6076,40360,24176,3758, 
 投资活动产生的现金流量净额(万元),-6085,-2853,-27748,-11972,-724,-3649,-1007,-8,-1822,-23639,-3738, 
 吸收投资收到的现金(万元),158214,--,--,--,--,150,--,--,--,18000,914, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,150,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),158214,0,0,0,0,150,0,0,0,18000,914, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,334, 
 分配股利、利润或偿付利息所支付的现金(万元),--,--,4031,4031,--,45396,36732,5119,39881,11360,5456, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,2790,--, 
 筹资活动现金流出小计(万元),0,0,4031,4031,0,45396,36732,5119,39881,14150,5790, 
 筹资活动产生的现金流量净额(万元),158214,0,-4031,-4031,0,-45246,-36732,-5119,-39881,3850,-4876, 
 汇率变动对现金及现金等价物的影响(万元),5,-79,-189,-79,5,101,-1,7,1,-9,-1, 
 现金及现金等价物净增加额(万元),170315,11338,24167,4153,9830,-524,16433,12682,13839,20328,10365, 
 加:期初现金及现金等价物余额(万元),90513,90513,66346,66346,66346,66870,50436,50436,36597,16269,5904, 
 期末现金及现金等价物余额(万元),260828,101851,90513,70499,76176,66346,66870,63119,50436,36597,16269, 
 净利润(万元),33557,14718,48007,27266,14434,52234,50323,14702,46248,29079,17503, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),-6095,787,12981,-2499,334,3617,1963,418,1612,2213,1557, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),768,376,1466,727,362,1375,1364,345,1260,319,252, 
 无形资产摊销(万元),152,76,185,71,27,102,34,9,21,21,11, 
 长期待摊费用摊销(万元),1456,704,2590,1017,468,2468,2588,731,2693,2289,1531, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-0,--,-0,-0,-0,48,14,0,5,2,10, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,0,--,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,0,--,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),-5,79,189,79,-5,-101,1,-7,-1,9,16, 
 投资损失(万元),--,--,--,--,--,-92,-1164,-317,-2037,-503,0, 
 递延所得税资产减少(万元),2560,--,-2386,1289,--,-549,-470,38,488,-1069,-666, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,0,--,0,0, 
 存货的减少(万元),-2905,-1180,-5106,1912,-437,-3955,-5333,1945,-2373,-3188,-2937, 
 经营性应收项目的减少(万元),-9799,-199,-1274,-2013,1437,-753,-2580,-156,2108,-2225,-2428, 
 经营性应付项目的增加(万元),-1507,-1054,-258,-7614,-6267,-5071,2720,109,5433,11933,3615, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-37,-259,--,195,-1053,4713,-14,83,1245,515, 
 经营活动产生现金流量净额(万元),18182,14270,56134,20235,10549,48270,54174,17803,55540,40126,18980, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),260828,101851,90513,70499,76176,66346,66870,63119,50436,36597,16269, 
 现金的期初余额(万元),90513,90513,66346,66346,66346,66870,50436,50436,36597,16269,5904, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),170315,11338,24167,4153,9830,-524,16433,12682,13839,20328,10365, 

