报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
固定资产(万元),1715,1305,1300,1237,1254,1126,887,895,421,258,265,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1447,1299,1352,476,478,497,163,142,98,106,136,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),2297,2297,2297,--,--,--,--,--,--,--,--,
长期待摊费用(万元),247,41,46,53,42,48,53,--,7,50,92,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),651,436,343,265,205,193,154,57,100,75,67,
其他非流动资产(万元),--,--,627,418,423,--,66,--,--,--,--,
非流动资产合计(万元),6424,5438,6009,2499,2452,1907,1361,1132,664,489,560,
资产总计(万元),86979,67331,61425,47572,42493,41962,27532,19636,15196,8633,10353,
短期借款(万元),18020,7123,5357,2000,200,--,1355,514,430,1780,3835,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),1500,1500,1500,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),4455,3017,2186,1925,2597,1766,1338,2445,986,72,203,
应付账款(万元),21208,15761,12069,6510,4257,5695,8481,3691,2664,1176,1172,
预收账款(万元),148,459,358,913,399,307,237,593,788,66,215,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2020,600,1870,428,394,334,778,902,877,305,376,
应交税费(万元),710,416,393,252,191,149,512,212,304,436,187,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,1600,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),276,423,290,75,71,116,61,77,195,13,4,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),48337,29298,24022,12104,8109,8366,12762,8434,6244,5449,5992,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),500,500,500,500,500,500,500,--,180,200,60,
递延所得税负债(万元),62,67,66,0,1,1,1,2,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),562,567,566,500,501,501,501,2,180,200,60,
负债合计(万元),48899,29865,24588,12604,8609,8867,13263,8435,6424,5649,6052,
实收资本(或股本)(万元),12000,8000,8000,8000,8000,8000,6000,6000,6000,500,500,
资本公积(万元),13152,17152,17152,17152,17152,17155,935,935,529,0,0,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),1141,1141,1141,858,858,858,858,491,163,357,335,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),11728,11168,10510,8921,7821,7014,6408,3743,2079,2127,3466,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),38080,37466,36836,34967,33883,33095,14269,11201,8772,2984,4301,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),38080,37466,36836,34967,33883,33095,14269,11201,8772,2984,4301,
负债和所有者权益(或股东权益)总计(万元),86979,67331,61425,47572,42493,41962,27532,19636,15196,8633,10353,		
  
