 报告日期,2018-03-31,2017-12-31,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2015-03-31,2014-12-31,2013-12-31, 
 投资活动现金流出小计(万元),9206,63750,36396,15013,137731,61088,136445,71670,42082,87322,38057, 
 投资活动产生的现金流量净额(万元),-9201,-63717,-36391,-15009,-137441,-61086,-136226,-71641,-42082,-76151,-28492, 
 吸收投资收到的现金(万元),4860,6594,1734,1104,3200,3200,97920,93200,93200,89550,8320, 
 其中：子公司吸收少数股东投资收到的现金(万元),4860,6594,1734,1104,3200,3200,4720,--,--,--,--, 
 取得借款收到的现金(万元),1000,44200,20000,15000,137516,24816,53253,14367,10184,83326,149918, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,10000,--,--,24300,--, 
 筹资活动现金流入小计(万元),5860,50794,21734,16104,140716,28016,161173,107567,103384,197176,158238, 
 偿还债务支付的现金(万元),3426,51560,20801,10225,40367,8532,44018,10738,4593,93160,137099, 
 分配股利、利润或偿付利息所支付的现金(万元),2951,24073,17153,3149,9991,5230,10531,3255,1839,19862,18419, 
 其中：子公司支付给少数股东的股利、利润(万元),--,1554,892,--,780,780,900,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1384,5821,2935,1397,6122,3140,5733,2247,753,4908,--, 
 筹资活动现金流出小计(万元),7761,81454,40890,14771,56480,16902,60283,16240,7186,117930,155518, 
 筹资活动产生的现金流量净额(万元),-1901,-30660,-19156,1333,84237,11114,100890,91327,96198,79246,2720, 
 汇率变动对现金及现金等价物的影响(万元),9,-40,-16,-12,38,6,11,-0,0,0,-0, 
 现金及现金等价物净增加额(万元),-1682,-20779,-15436,223,11495,-25071,8120,28818,54698,39322,18654, 
 加:期初现金及现金等价物余额(万元),66538,87316,87316,87316,75821,75821,67701,67701,67701,28380,9726, 
 期末现金及现金等价物余额(万元),64855,66538,71880,87540,87316,50750,75821,96520,122399,67701,28380, 
 净利润(万元),11719,35917,22351,--,32455,15861,16156,8238,2756,22114,1015, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),1002,2214,155,--,-1666,29,879,23,54,-1296,12396, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),7781,30635,15189,--,23568,11093,17924,7612,3580,13417,12272, 
 无形资产摊销(万元),79,319,158,--,201,97,175,85,43,157,132, 
 长期待摊费用摊销(万元),18,163,33,--,84,19,72,18,9,36,30, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,245,-4,--,221,--,-13,-21,--,296,-15, 
 固定资产报废损失(万元),-5,-13,--,--,63,57,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),3249,13756,6778,--,10266,4797,9719,4552,2227,8367,9223, 
 投资损失(万元),332,912,1561,--,919,477,-832,202,205,-11408,-10132, 
 递延所得税资产减少(万元),-64,-299,25,--,-188,-9,-52,-0,-1,1,-4, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),957,109,-203,--,-187,41,-576,396,262,12270,-370, 
 经营性应收项目的减少(万元),-20084,-25358,-9530,--,-5635,-11549,56546,-9196,-5214,-19807,13643, 
 经营性应付项目的增加(万元),4427,15023,3610,--,4456,3879,-56544,-2776,-3340,12082,6237, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,14,4,--,105,102,-8,--,--,--,--, 
 经营活动产生现金流量净额(万元),9411,73637,40126,--,64661,24896,43445,9133,581,36227,44427, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,23588,--, 
 现金的期末余额(万元),64855,66538,71880,87540,87316,50750,75821,96520,122399,67701,28380, 
 现金的期初余额(万元),66538,87316,87316,87316,75821,75821,67701,67701,67701,28380,9726, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-1682,-20779,-15436,223,11495,-25071,8120,28818,54698,39322,18654, 

